net_op_name,tech,mcc,mnc,psc_pci,rssi,rsrq,lat,long
orange,LTE,226,10,2147483647,-112.0,-13,45.7321,21.8985
orange,LTE,226,10,2147483647,-112.0,-13,45.7318,21.8986
orange,WCDMA,226,10,0,-101.0,2147483647,45.7315,21.8986
orange,WCDMA,226,10,146,-101.0,2147483647,45.7313,21.8987
orange,WCDMA,226,10,146,-99.0,2147483647,45.731,21.8987
orange,WCDMA,226,10,146,-99.0,2147483647,45.7307,21.8987
orange,WCDMA,226,10,146,-99.0,2147483647,45.7304,21.8987
orange,WCDMA,226,10,146,-105.0,2147483647,45.7302,21.8987
orange,WCDMA,226,10,146,-105.0,2147483647,45.7299,21.8987
orange,WCDMA,226,10,146,-103.0,2147483647,45.7297,21.8987
orange,WCDMA,226,10,146,-103.0,2147483647,45.7294,21.8986
orange,WCDMA,226,10,146,-103.0,2147483647,45.7292,21.8986
orange,WCDMA,226,10,146,-85.0,2147483647,45.7289,21.8985
orange,WCDMA,226,10,146,-85.0,2147483647,45.7287,21.8985
orange,WCDMA,226,10,146,-85.0,2147483647,45.7285,21.8984
orange,WCDMA,226,10,146,-91.0,2147483647,45.7282,21.8983
orange,WCDMA,226,10,146,-91.0,2147483647,45.728,21.8982
orange,WCDMA,226,10,146,-89.0,2147483647,45.7278,21.8981
orange,WCDMA,226,10,146,-89.0,2147483647,45.7275,21.8981
orange,WCDMA,226,10,146,-89.0,2147483647,45.7273,21.898
orange,WCDMA,226,10,146,-75.0,2147483647,45.7271,21.8979
orange,WCDMA,226,10,146,-75.0,2147483647,45.7269,21.8978
orange,WCDMA,226,10,146,-75.0,2147483647,45.7266,21.8977
orange,WCDMA,226,10,146,-75.0,2147483647,45.7264,21.8976
orange,WCDMA,226,10,146,-75.0,2147483647,45.7262,21.8976
orange,WCDMA,226,10,146,-75.0,2147483647,45.726,21.8975
orange,WCDMA,226,10,146,-75.0,2147483647,45.7258,21.8975
orange,LTE,226,10,92,-98.0,-9,45.7256,21.8974
orange,LTE,226,10,92,-98.0,-9,45.7254,21.8974
orange,LTE,226,10,92,-94.0,-12,45.7252,21.8974
orange,LTE,226,10,92,-94.0,-12,45.7251,21.8974
orange,LTE,226,10,92,-94.0,-12,45.7249,21.8974
orange,LTE,226,10,6,-100.0,-10,45.7247,21.8974
orange,LTE,226,10,6,-100.0,-10,45.7245,21.8974
orange,LTE,226,10,6,-100.0,-8,45.7243,21.8974
orange,LTE,226,10,6,-100.0,-8,45.7241,21.8974
orange,LTE,226,10,6,-96.0,-9,45.724,21.8974
orange,LTE,226,10,6,-96.0,-9,45.7238,21.8974
orange,LTE,226,10,6,-96.0,-9,45.7236,21.8974
orange,LTE,226,10,6,-90.0,-11,45.7234,21.8974
orange,LTE,226,10,6,-90.0,-11,45.7233,21.8975
orange,LTE,226,10,6,-98.0,-9,45.7231,21.8975
orange,LTE,226,10,6,-98.0,-9,45.7229,21.8976
orange,LTE,226,10,6,-98.0,-8,45.7228,21.8976
orange,LTE,226,10,6,-98.0,-8,45.7226,21.8977
orange,LTE,226,10,6,-98.0,-8,45.7225,21.8977
orange,LTE,226,10,92,-94.0,-8,45.7223,21.8977
orange,LTE,226,10,92,-94.0,-8,45.7222,21.8977
orange,LTE,226,10,92,-94.0,-8,45.7221,21.8977
orange,LTE,226,10,92,-92.0,-7,45.722,21.8977
orange,LTE,226,10,92,-92.0,-7,45.7218,21.8977
orange,LTE,226,10,92,-92.0,-7,45.7217,21.8977
orange,LTE,226,10,92,-98.0,-10,45.7216,21.8976
orange,LTE,226,10,92,-98.0,-10,45.7215,21.8975
orange,LTE,226,10,92,-99.0,-11,45.7214,21.8975
orange,LTE,226,10,92,-99.0,-11,45.7213,21.8974
orange,LTE,226,10,6,-99.0,-10,45.7212,21.8973
orange,LTE,226,10,6,-99.0,-10,45.7211,21.8973
orange,LTE,226,10,338,-101.0,-8,45.721,21.8972
orange,LTE,226,10,338,-98.55,-8,45.7209,21.8971
orange,LTE,226,10,338,-101.36,-7,45.7208,21.8969
orange,LTE,226,10,338,-110.0,-12,45.7207,21.8967
orange,LTE,226,10,338,-108.0,-11,45.7206,21.8967
orange,LTE,226,10,338,-104.12,-11,45.7205,21.8967
orange,LTE,226,10,338,-101.57,-9,45.7204,21.897
orange,LTE,226,10,338,-105.0,-10,45.7204,21.8974
orange,LTE,226,10,338,-105.0,-10,45.7203,21.8975
orange,LTE,226,10,338,-105.0,-10,45.7203,21.8977
orange,LTE,226,10,338,-102.0,-12,45.7202,21.8978
orange,LTE,226,10,338,-102.0,-12,45.7201,21.898
orange,LTE,226,10,338,-102.0,-12,45.72,21.8981
orange,LTE,226,10,338,-98.0,-9,45.7199,21.8983
orange,LTE,226,10,338,-98.0,-9,45.7199,21.8985
orange,LTE,226,10,338,-98.0,-11,45.7198,21.8986
orange,LTE,226,10,338,-98.0,-11,45.7196,21.8988
orange,LTE,226,10,338,-98.0,-11,45.7195,21.899
orange,LTE,226,10,338,-94.0,-10,45.7194,21.8992
orange,LTE,226,10,338,-94.0,-10,45.7193,21.8994
orange,LTE,226,10,338,-94.0,-10,45.7192,21.8996
orange,LTE,226,10,338,-96.0,-9,45.719,21.8998
orange,LTE,226,10,338,-96.0,-9,45.7189,21.9
orange,LTE,226,10,338,-96.0,-9,45.7187,21.9002
orange,LTE,226,10,338,-96.0,-9,45.7186,21.9005
orange,LTE,226,10,338,-96.0,-9,45.7184,21.9007
orange,LTE,226,10,338,-98.0,-10,45.7183,21.9009
orange,LTE,226,10,338,-98.0,-10,45.7181,21.9012
orange,LTE,226,10,338,-98.0,-10,45.718,21.9014
orange,LTE,226,10,338,-96.0,-10,45.7178,21.9016
orange,LTE,226,10,338,-96.0,-10,45.7177,21.9019
orange,LTE,226,10,338,-94.0,-8,45.7175,21.9021
orange,LTE,226,10,338,-94.0,-8,45.7173,21.9023
orange,LTE,226,10,338,-93.0,-9,45.7172,21.9026
orange,LTE,226,10,338,-93.0,-9,45.717,21.9028
orange,LTE,226,10,338,-93.0,-9,45.7169,21.903
orange,LTE,226,10,338,-94.0,-9,45.7167,21.9032
orange,LTE,226,10,338,-94.0,-9,45.7166,21.9035
orange,LTE,226,10,338,-95.0,-8,45.7164,21.9037
orange,LTE,226,10,338,-95.0,-8,45.7163,21.9039
orange,LTE,226,10,338,-95.0,-8,45.7161,21.9042
orange,LTE,226,10,338,-94.0,-8,45.716,21.9044
orange,LTE,226,10,338,-94.0,-8,45.7158,21.9046
orange,LTE,226,10,338,-94.0,-8,45.7157,21.9048
orange,LTE,226,10,338,-101.0,-11,45.7155,21.9051
orange,LTE,226,10,338,-101.0,-11,45.7154,21.9053
orange,LTE,226,10,338,-101.0,-11,45.7152,21.9055
orange,LTE,226,10,338,-95.0,-9,45.7151,21.9057
orange,LTE,226,10,338,-95.0,-9,45.7149,21.906
orange,LTE,226,10,338,-95.0,-9,45.7148,21.9062
orange,LTE,226,10,338,-93.0,-9,45.7146,21.9064
orange,LTE,226,10,338,-93.0,-9,45.7144,21.9067
orange,LTE,226,10,338,-91.0,-9,45.7143,21.9069
orange,LTE,226,10,338,-91.0,-9,45.7141,21.9071
orange,LTE,226,10,338,-91.0,-9,45.714,21.9074
orange,LTE,226,10,338,-94.0,-8,45.7138,21.9076
orange,LTE,226,10,338,-94.0,-8,45.7137,21.9078
orange,LTE,226,10,338,-92.0,-8,45.7135,21.9081
orange,LTE,226,10,338,-92.0,-8,45.7134,21.9083
orange,LTE,226,10,338,-91.0,-8,45.7132,21.9085
orange,LTE,226,10,338,-91.0,-8,45.7131,21.9088
orange,LTE,226,10,338,-91.0,-8,45.7129,21.909
orange,LTE,226,10,338,-87.0,-12,45.7127,21.9092
orange,LTE,226,10,338,-87.0,-12,45.7126,21.9095
orange,LTE,226,10,338,-89.0,-12,45.7124,21.9097
orange,LTE,226,10,338,-89.0,-12,45.7123,21.9099
orange,LTE,226,10,338,-89.0,-12,45.7121,21.9102
orange,LTE,226,10,338,-90.0,-14,45.712,21.9104
orange,LTE,226,10,338,-90.0,-14,45.7118,21.9106
orange,LTE,226,10,338,-87.0,-8,45.7117,21.9109
orange,LTE,226,10,338,-87.0,-8,45.7115,21.9111
orange,LTE,226,10,338,-94.0,-9,45.7113,21.9113
orange,LTE,226,10,338,-94.0,-9,45.7112,21.9115
orange,LTE,226,10,338,-87.0,-8,45.711,21.9117
orange,LTE,226,10,338,-87.0,-8,45.7109,21.9119
orange,LTE,226,10,338,-87.0,-8,45.7108,21.9121
orange,LTE,226,10,338,-86.0,-12,45.7106,21.9123
orange,LTE,226,10,338,-86.0,-12,45.7105,21.9125
orange,LTE,226,10,338,-86.0,-12,45.7103,21.9127
orange,LTE,226,10,338,-87.0,-13,45.7102,21.9129
orange,LTE,226,10,338,-87.0,-13,45.71,21.9131
orange,LTE,226,10,338,-87.0,-13,45.7099,21.9133
orange,LTE,226,10,338,-87.0,-11,45.7098,21.9134
orange,LTE,226,10,338,-87.0,-11,45.7096,21.9136
orange,LTE,226,10,338,-87.0,-11,45.7095,21.9138
orange,LTE,226,10,338,-83.0,-8,45.7093,21.914
orange,LTE,226,10,338,-83.0,-8,45.7092,21.9142
orange,LTE,226,10,338,-83.0,-8,45.709,21.9144
orange,LTE,226,10,338,-87.0,-9,45.7089,21.9146
orange,LTE,226,10,338,-87.0,-9,45.7087,21.9147
orange,LTE,226,10,338,-87.0,-9,45.7086,21.9149
orange,LTE,226,10,338,-85.0,-10,45.7085,21.9151
orange,LTE,226,10,338,-85.0,-10,45.7083,21.9153
orange,LTE,226,10,338,-85.0,-10,45.7082,21.9154
orange,LTE,226,10,338,-83.0,-9,45.7081,21.9156
orange,LTE,226,10,338,-83.0,-9,45.7079,21.9157
orange,LTE,226,10,338,-86.0,-12,45.7078,21.9159
orange,LTE,226,10,338,-86.0,-12,45.7077,21.9161
orange,LTE,226,10,338,-83.0,-11,45.7076,21.9162
orange,LTE,226,10,338,-83.0,-11,45.7074,21.9164
orange,LTE,226,10,338,-83.0,-11,45.7073,21.9165
orange,LTE,226,10,338,-92.0,-12,45.7072,21.9166
orange,LTE,226,10,338,-92.0,-12,45.7071,21.9168
orange,LTE,226,10,338,-87.0,-11,45.707,21.9169
orange,LTE,226,10,338,-87.0,-11,45.7069,21.917
orange,LTE,226,10,338,-87.0,-11,45.7068,21.9171
orange,LTE,226,10,338,-87.0,-12,45.7067,21.9172
orange,LTE,226,10,338,-85.89,-12,45.7066,21.9173
orange,LTE,226,10,338,-85.0,-11,45.7065,21.9175
orange,LTE,226,10,338,-85.0,-11,45.7064,21.9176
orange,LTE,226,10,338,-85.0,-11,45.7063,21.9177
orange,LTE,226,10,338,-82.0,-10,45.7062,21.9178
orange,LTE,226,10,338,-86.0,-10,45.7061,21.918
orange,LTE,226,10,338,-82.0,-11,45.706,21.9181
orange,LTE,226,10,338,-82.31,-11,45.7059,21.9181
orange,LTE,226,10,338,-81.54,-8,45.7058,21.9182
orange,LTE,226,10,338,-80.64,-9,45.7057,21.9183
orange,LTE,226,10,338,-81.0,-9,45.7056,21.9185
orange,LTE,226,10,338,-79.89,-9,45.7055,21.9186
orange,LTE,226,10,338,-79.0,-9,45.7054,21.9186
orange,LTE,226,10,338,-79.0,-9,45.7053,21.9187
orange,LTE,226,10,338,-79.0,-9,45.7052,21.9187
orange,LTE,226,10,338,-77.0,-9,45.7051,21.9189
orange,LTE,226,10,338,-77.0,-9,45.705,21.919
orange,LTE,226,10,338,-77.0,-9,45.7049,21.9191
orange,LTE,226,10,338,-81.0,-9,45.7048,21.9192
orange,LTE,226,10,338,-81.0,-9,45.7047,21.9194
orange,LTE,226,10,338,-83.0,-11,45.7045,21.9196
orange,LTE,226,10,338,-83.0,-11,45.7044,21.9197
orange,LTE,226,10,338,-83.0,-11,45.7043,21.9198
orange,LTE,226,10,338,-84.0,-8,45.7042,21.9199
orange,LTE,226,10,338,-84.0,-8,45.7041,21.92
orange,LTE,226,10,338,-84.0,-8,45.7039,21.9201
orange,LTE,226,10,93,-91.0,-14,45.7038,21.9203
orange,LTE,226,10,93,-91.0,-14,45.7037,21.9204
orange,LTE,226,10,93,-91.0,-14,45.7035,21.9205
orange,LTE,226,10,338,-89.0,-11,45.7034,21.9206
orange,LTE,226,10,338,-89.0,-11,45.7032,21.9207
orange,LTE,226,10,338,-78.0,-7,45.7031,21.9209
orange,LTE,226,10,338,-78.0,-7,45.7029,21.921
orange,LTE,226,10,338,-78.0,-7,45.7028,21.9211
orange,LTE,226,10,336,-75.0,-8,45.7026,21.9213
orange,LTE,226,10,336,-75.0,-8,45.7024,21.9214
orange,LTE,226,10,336,-75.0,-8,45.7023,21.9215
orange,LTE,226,10,336,-74.0,-9,45.7021,21.9217
orange,LTE,226,10,336,-74.0,-9,45.7019,21.9218
orange,LTE,226,10,336,-82.0,-9,45.7017,21.9219
orange,LTE,226,10,336,-82.0,-9,45.7015,21.9221
orange,LTE,226,10,336,-82.0,-9,45.7013,21.9222
orange,LTE,226,10,336,-84.0,-11,45.7012,21.9223
orange,LTE,226,10,336,-84.0,-11,45.701,21.9225
orange,LTE,226,10,336,-92.0,-13,45.7008,21.9226
orange,LTE,226,10,336,-92.0,-13,45.7006,21.9227
orange,LTE,226,10,336,-92.0,-13,45.7004,21.9228
orange,LTE,226,10,336,-90.0,-17,45.7002,21.923
orange,LTE,226,10,336,-90.0,-17,45.7,21.9231
orange,LTE,226,10,337,-87.0,-10,45.6999,21.9232
orange,LTE,226,10,337,-87.0,-10,45.6997,21.9233
orange,LTE,226,10,337,-87.0,-10,45.6996,21.9234
orange,LTE,226,10,337,-89.0,-10,45.6994,21.9235
orange,LTE,226,10,337,-89.0,-10,45.6992,21.9236
orange,LTE,226,10,337,-78.0,-9,45.6991,21.9238
orange,LTE,226,10,337,-78.0,-9,45.6989,21.9239
orange,LTE,226,10,337,-78.0,-11,45.6988,21.924
orange,LTE,226,10,337,-78.0,-11,45.6986,21.9241
orange,LTE,226,10,337,-78.0,-11,45.6985,21.9243
orange,LTE,226,10,337,-78.0,-9,45.6983,21.9244
orange,LTE,226,10,337,-78.0,-9,45.6982,21.9245
orange,LTE,226,10,337,-78.0,-10,45.698,21.9247
orange,LTE,226,10,337,-78.0,-10,45.6979,21.9248
orange,LTE,226,10,337,-78.0,-10,45.6977,21.9249
orange,LTE,226,10,337,-79.0,-9,45.6976,21.925
orange,LTE,226,10,337,-79.0,-9,45.6974,21.9252
orange,LTE,226,10,337,-77.0,-10,45.6973,21.9253
orange,LTE,226,10,337,-77.0,-10,45.6972,21.9254
orange,LTE,226,10,337,-77.0,-10,45.697,21.9256
orange,LTE,226,10,337,-84.0,-13,45.6968,21.9257
orange,LTE,226,10,337,-84.0,-13,45.6967,21.9258
orange,LTE,226,10,337,-81.0,-9,45.6965,21.9259
orange,LTE,226,10,337,-81.0,-9,45.6964,21.9261
orange,LTE,226,10,337,-81.0,-9,45.6963,21.9262
orange,LTE,226,10,337,-81.0,-9,45.6961,21.9263
orange,LTE,226,10,337,-81.0,-9,45.696,21.9264
orange,LTE,226,10,337,-82.0,-11,45.6958,21.9266
orange,LTE,226,10,337,-82.0,-11,45.6956,21.9267
orange,LTE,226,10,337,-86.0,-10,45.6955,21.9269
orange,LTE,226,10,337,-86.0,-10,45.6953,21.927
orange,LTE,226,10,337,-86.0,-10,45.6952,21.9271
orange,LTE,226,10,337,-87.0,-10,45.695,21.9273
orange,LTE,226,10,337,-87.0,-10,45.6949,21.9274
orange,LTE,226,10,337,-88.0,-10,45.6947,21.9275
orange,LTE,226,10,337,-88.0,-10,45.6945,21.9277
orange,LTE,226,10,337,-88.0,-10,45.6944,21.9278
orange,LTE,226,10,337,-85.0,-11,45.6942,21.9279
orange,LTE,226,10,337,-85.0,-11,45.6941,21.9281
orange,LTE,226,10,337,-85.0,-11,45.6939,21.9282
orange,LTE,226,10,337,-83.0,-10,45.6938,21.9283
orange,LTE,226,10,337,-83.0,-10,45.6936,21.9285
orange,LTE,226,10,337,-83.0,-10,45.6935,21.9286
orange,LTE,226,10,337,-86.0,-11,45.6933,21.9287
orange,LTE,226,10,337,-86.0,-11,45.6931,21.9289
orange,LTE,226,10,337,-86.0,-11,45.693,21.929
orange,LTE,226,10,337,-86.0,-10,45.6928,21.9292
orange,LTE,226,10,337,-86.0,-10,45.6926,21.9293
orange,LTE,226,10,337,-87.0,-11,45.6925,21.9295
orange,LTE,226,10,337,-87.0,-11,45.6923,21.9296
orange,LTE,226,10,337,-87.0,-11,45.6922,21.9298
orange,LTE,226,10,337,-81.0,-9,45.692,21.93
orange,LTE,226,10,337,-81.0,-9,45.6918,21.9301
orange,LTE,226,10,337,-81.0,-9,45.6917,21.9303
orange,LTE,226,10,337,-85.0,-9,45.6915,21.9305
orange,LTE,226,10,337,-85.0,-9,45.6914,21.9307
orange,LTE,226,10,337,-85.0,-9,45.6912,21.9309
orange,LTE,226,10,337,-84.0,-11,45.6911,21.9311
orange,LTE,226,10,337,-84.0,-11,45.6909,21.9312
orange,LTE,226,10,337,-83.0,-9,45.6908,21.9314
orange,LTE,226,10,337,-83.0,-9,45.6906,21.9316
orange,LTE,226,10,337,-83.0,-9,45.6905,21.9318
orange,LTE,226,10,337,-83.0,-9,45.6902,21.9321
orange,LTE,226,10,337,-83.0,-9,45.69,21.9323
orange,LTE,226,10,337,-91.0,-9,45.6899,21.9325
orange,LTE,226,10,337,-91.0,-9,45.6898,21.9326
orange,LTE,226,10,337,-91.0,-9,45.6897,21.9328
orange,LTE,226,10,337,-93.0,-12,45.6895,21.9329
orange,LTE,226,10,337,-93.0,-12,45.6894,21.9331
orange,LTE,226,10,337,-93.0,-12,45.6893,21.9332
orange,LTE,226,10,337,-82.0,-11,45.6892,21.9334
orange,LTE,226,10,337,-82.0,-11,45.689,21.9335
orange,LTE,226,10,337,-88.0,-11,45.6889,21.9337
orange,LTE,226,10,337,-88.0,-11,45.6887,21.9338
orange,LTE,226,10,337,-88.0,-11,45.6886,21.934
orange,LTE,226,10,337,-90.0,-10,45.6885,21.9341
orange,LTE,226,10,337,-90.0,-10,45.6883,21.9342
orange,LTE,226,10,337,-90.0,-10,45.6882,21.9343
orange,LTE,226,10,337,-88.0,-9,45.6881,21.9344
orange,LTE,226,10,337,-88.0,-9,45.6879,21.9345
orange,LTE,226,10,337,-89.0,-11,45.6878,21.9346
orange,LTE,226,10,337,-89.0,-11,45.6876,21.9347
orange,LTE,226,10,337,-89.0,-11,45.6875,21.9348
orange,LTE,226,10,337,-91.0,-12,45.6873,21.9348
orange,LTE,226,10,337,-91.0,-12,45.6872,21.9349
orange,LTE,226,10,337,-91.0,-12,45.687,21.935
orange,LTE,226,10,337,-85.0,-11,45.6869,21.935
orange,LTE,226,10,337,-85.0,-11,45.6867,21.9351
orange,LTE,226,10,337,-85.0,-9,45.6865,21.9351
orange,LTE,226,10,337,-85.0,-9,45.6864,21.9351
orange,LTE,226,10,337,-85.0,-9,45.6862,21.9352
orange,LTE,226,10,337,-97.0,-13,45.686,21.9352
orange,LTE,226,10,337,-97.0,-13,45.6858,21.9352
orange,LTE,226,10,337,-97.0,-13,45.6857,21.9352
orange,LTE,226,10,0,-99.0,-12,45.6855,21.9352
orange,LTE,226,10,0,-99.0,-12,45.6853,21.9352
orange,LTE,226,10,0,-94.0,-9,45.6851,21.9352
orange,LTE,226,10,0,-94.0,-9,45.685,21.9352
orange,LTE,226,10,0,-94.0,-9,45.6847,21.9352
orange,LTE,226,10,0,-93.0,-8,45.6845,21.9351
orange,LTE,226,10,0,-93.0,-8,45.6843,21.9351
orange,LTE,226,10,0,-93.0,-8,45.6842,21.935
orange,LTE,226,10,0,-97.0,-13,45.684,21.9349
orange,LTE,226,10,0,-97.0,-13,45.6838,21.9348
orange,LTE,226,10,0,-97.0,-13,45.6836,21.9347
orange,LTE,226,10,0,-92.0,-10,45.6834,21.9346
orange,LTE,226,10,0,-92.0,-10,45.6832,21.9345
orange,LTE,226,10,0,-92.0,-10,45.683,21.9344
orange,LTE,226,10,0,-92.0,-10,45.6828,21.9343
orange,LTE,226,10,0,-92.0,-10,45.6827,21.9342
orange,LTE,226,10,0,-93.0,-14,45.6825,21.9341
orange,LTE,226,10,0,-93.0,-14,45.6823,21.934
orange,LTE,226,10,0,-93.0,-14,45.6821,21.9338
orange,LTE,226,10,337,-93.0,-13,45.6819,21.9337
orange,LTE,226,10,337,-93.0,-13,45.6817,21.9336
orange,LTE,226,10,337,-93.0,-13,45.6815,21.9335
orange,LTE,226,10,337,-89.0,-8,45.6813,21.9334
orange,LTE,226,10,337,-89.0,-8,45.6811,21.9332
orange,LTE,226,10,337,-92.0,-15,45.681,21.9331
orange,LTE,226,10,337,-92.0,-15,45.6808,21.933
orange,LTE,226,10,337,-92.0,-15,45.6806,21.9329
orange,LTE,226,10,337,-89.0,-11,45.6804,21.9328
orange,LTE,226,10,337,-89.0,-11,45.6802,21.9327
orange,LTE,226,10,337,-92.0,-9,45.68,21.9326
orange,LTE,226,10,337,-92.0,-9,45.6799,21.9324
orange,LTE,226,10,337,-92.0,-9,45.6797,21.9323
orange,LTE,226,10,337,-87.0,-8,45.6795,21.9322
orange,LTE,226,10,337,-87.0,-8,45.6793,21.9321
orange,LTE,226,10,337,-87.0,-8,45.6791,21.932
orange,LTE,226,10,337,-98.0,-12,45.6789,21.9318
orange,LTE,226,10,337,-98.0,-12,45.6787,21.9317
orange,LTE,226,10,337,-97.0,-10,45.6785,21.9316
orange,LTE,226,10,337,-97.0,-10,45.6783,21.9315
orange,LTE,226,10,337,-97.0,-10,45.6781,21.9314
orange,LTE,226,10,337,-97.0,-10,45.678,21.9312
orange,LTE,226,10,337,-97.0,-10,45.6777,21.9311
orange,LTE,226,10,337,-97.0,-10,45.6776,21.931
orange,LTE,226,10,88,-99.0,-11,45.6774,21.9309
orange,LTE,226,10,88,-99.0,-11,45.6772,21.9308
orange,LTE,226,10,88,-100.0,-12,45.677,21.9307
orange,LTE,226,10,88,-100.0,-12,45.6768,21.9305
orange,LTE,226,10,88,-100.0,-12,45.6766,21.9304
orange,LTE,226,10,88,-102.0,-10,45.6764,21.9303
orange,LTE,226,10,88,-102.0,-10,45.6763,21.9302
orange,LTE,226,10,7,-105.0,-12,45.6761,21.9301
orange,LTE,226,10,7,-105.0,-12,45.6759,21.93
orange,LTE,226,10,7,-105.0,-12,45.6757,21.9298
orange,LTE,226,10,88,-99.0,-14,45.6755,21.9297
orange,LTE,226,10,88,-99.0,-14,45.6753,21.9296
orange,LTE,226,10,88,-99.0,-14,45.6751,21.9295
orange,LTE,226,10,0,-106.0,-16,45.6749,21.9293
orange,LTE,226,10,0,-106.0,-16,45.6747,21.9292
orange,LTE,226,10,0,-106.0,-16,45.6745,21.9291
orange,LTE,226,10,309,-100.0,-12,45.6743,21.929
orange,LTE,226,10,309,-100.0,-12,45.6741,21.9289
orange,LTE,226,10,309,-104.0,-15,45.6739,21.9287
orange,LTE,226,10,309,-104.0,-15,45.6737,21.9286
orange,LTE,226,10,309,-104.0,-15,45.6735,21.9285
orange,LTE,226,10,7,-90.0,-8,45.6733,21.9284
orange,LTE,226,10,7,-90.0,-8,45.6732,21.9282
orange,LTE,226,10,7,-90.0,-8,45.673,21.9281
orange,LTE,226,10,88,-90.0,-8,45.6728,21.928
orange,LTE,226,10,88,-90.0,-8,45.6726,21.9279
orange,LTE,226,10,88,-85.0,-9,45.6724,21.9278
orange,LTE,226,10,88,-85.0,-9,45.6722,21.9276
orange,LTE,226,10,88,-91.0,-11,45.672,21.9275
orange,LTE,226,10,88,-91.0,-11,45.6718,21.9274
orange,LTE,226,10,88,-91.0,-11,45.6716,21.9273
orange,LTE,226,10,0,-88.0,-13,45.6714,21.9271
orange,LTE,226,10,0,-88.0,-13,45.6712,21.927
orange,LTE,226,10,0,-90.0,-13,45.671,21.9269
orange,LTE,226,10,0,-90.0,-13,45.6709,21.9268
orange,LTE,226,10,0,-90.0,-13,45.6707,21.9267
orange,LTE,226,10,0,-90.0,-11,45.6706,21.9266
orange,LTE,226,10,0,-90.0,-11,45.6704,21.9266
orange,LTE,226,10,0,-90.0,-11,45.6703,21.9265
orange,LTE,226,10,0,-90.0,-14,45.6702,21.9264
orange,LTE,226,10,0,-90.0,-14,45.6701,21.9263
orange,LTE,226,10,0,-89.0,-14,45.67,21.9263
orange,LTE,226,10,0,-89.0,-14,45.6699,21.9262
orange,LTE,226,10,0,-89.0,-14,45.6698,21.9261
orange,LTE,226,10,0,-87.0,-11,45.6697,21.9261
orange,LTE,226,10,0,-88.82,-11,45.6696,21.926
orange,LTE,226,10,0,-87.22,-14,45.6695,21.9259
orange,LTE,226,10,337,-85.0,-11,45.6694,21.9257
orange,LTE,226,10,337,-87.04,-11,45.6693,21.9257
orange,LTE,226,10,337,-92.82,-10,45.6692,21.9257
orange,LTE,226,10,337,-97.76,-12,45.6691,21.9258
orange,LTE,226,10,337,-99.0,-11,45.669,21.9262
orange,LTE,226,10,337,-99.0,-13,45.6689,21.9263
orange,LTE,226,10,309,-115.0,-20,45.6688,21.9266
orange,LTE,226,10,309,-115.0,-20,45.6687,21.9267
orange,LTE,226,10,309,-115.0,-20,45.6686,21.9269
orange,LTE,226,10,223,-97.0,-9,45.6685,21.9271
orange,LTE,226,10,223,-97.0,-9,45.6684,21.9273
orange,LTE,226,10,223,-97.0,-9,45.6682,21.9275
orange,LTE,226,10,223,-99.0,-11,45.6681,21.9277
orange,LTE,226,10,223,-99.0,-11,45.668,21.9278
orange,LTE,226,10,223,-99.0,-11,45.6679,21.928
orange,LTE,226,10,223,-95.0,-9,45.6678,21.9282
orange,LTE,226,10,223,-95.0,-9,45.6676,21.9284
orange,LTE,226,10,223,-95.0,-9,45.6675,21.9286
orange,LTE,226,10,223,-91.0,-9,45.6674,21.9288
orange,LTE,226,10,223,-91.0,-9,45.6673,21.9291
orange,LTE,226,10,223,-92.0,-9,45.6671,21.9293
orange,LTE,226,10,223,-92.0,-9,45.667,21.9294
orange,LTE,226,10,223,-89.0,-7,45.6669,21.9297
orange,LTE,226,10,223,-89.0,-7,45.6668,21.9299
orange,LTE,226,10,223,-89.0,-7,45.6666,21.9301
orange,LTE,226,10,223,-89.0,-7,45.6665,21.9303
orange,LTE,226,10,223,-89.0,-7,45.6664,21.9305
orange,LTE,226,10,223,-89.0,-7,45.6662,21.9307
orange,LTE,226,10,223,-91.0,-8,45.6661,21.9309
orange,LTE,226,10,223,-91.0,-8,45.666,21.9311
orange,LTE,226,10,223,-91.0,-8,45.6658,21.9313
orange,LTE,226,10,223,-86.0,-8,45.6657,21.9315
orange,LTE,226,10,223,-86.0,-8,45.6656,21.9317
orange,LTE,226,10,223,-92.0,-9,45.6655,21.9319
orange,LTE,226,10,223,-92.0,-9,45.6653,21.9321
orange,LTE,226,10,223,-92.0,-9,45.6652,21.9324
orange,LTE,226,10,223,-93.0,-7,45.6651,21.9326
orange,LTE,226,10,223,-93.0,-7,45.665,21.9328
orange,LTE,226,10,223,-94.0,-9,45.6648,21.933
orange,LTE,226,10,223,-94.0,-9,45.6647,21.9332
orange,LTE,226,10,223,-88.0,-7,45.6646,21.9335
orange,LTE,226,10,223,-88.0,-7,45.6645,21.9337
orange,LTE,226,10,223,-88.0,-7,45.6645,21.9339
orange,LTE,226,10,223,-96.0,-10,45.6644,21.9342
orange,LTE,226,10,223,-96.0,-10,45.6643,21.9345
orange,LTE,226,10,223,-92.0,-7,45.6643,21.9347
orange,LTE,226,10,223,-92.0,-7,45.6642,21.935
orange,LTE,226,10,223,-94.0,-7,45.6641,21.9352
orange,LTE,226,10,223,-94.0,-7,45.664,21.9355
orange,LTE,226,10,223,-94.0,-7,45.664,21.9358
orange,LTE,226,10,223,-93.0,-7,45.6639,21.936
